time;ecg;eda;ecg_p;
0;491;422;-0,0005318847;
1;489;422;-0,0005825404;
2;487;422;-0,0006331961;
3;487;422;-0,0006331961;
4;486;422;-0,000658524;
5;485;422;-0,0006838518;
6;484;423;-0,0007091797;
7;484;423;-0,0007091797;
8;484;423;-0,0007091797;
9;485;423;-0,0006838518;
10;487;423;-0,0006331961;
11;489;423;-0,0005825404;
12;491;422;-0,0005318847;
13;495;422;-0,0004305734;
14;496;422;-0,0004052455;
15;497;422;-0,0003799177;
16;498;422;-0,0003545898;
17;500;422;-0,0003039342;
18;502;422;-0,0002532784;
19;502;422;-0,0002532784;
20;500;422;-0,0003039342;
21;501;422;-0,0002786063;
22;500;422;-0,0003039342;
23;498;422;-0,0003545898;
24;500;422;-0,0003039342;
25;501;422;-0,0002786063;
26;501;423;-0,0002786063;
27;500;423;-0,0003039342;
28;497;423;-0,0003799177;
29;496;423;-0,0004052455;
30;494;423;-0,0004559012;
31;494;422;-0,0004559012;
32;492;423;-0,0005065569;
33;492;422;-0,0005065569;
34;493;422;-0,000481229;
35;494;422;-0,0004559012;
36;496;422;-0,0004052455;
37;497;422;-0,0003799177;
38;500;422;-0,0003039342;
39;502;422;-0,0002532784;
40;502;422;-0,0002532784;
41;502;422;-0,0002532784;
42;500;422;-0,0003039342;
43;498;422;-0,0003545898;
44;496;422;-0,0004052455;
45;494;422;-0,0004559012;
46;492;422;-0,0005065569;
47;491;422;-0,0005318847;
48;491;422;-0,0005318847;
49;491;423;-0,0005318847;
50;489;422;-0,0005825404;
51;490;422;-0,0005572126;
52;491;422;-0,0005318847;
53;493;422;-0,000481229;
54;494;422;-0,0004559012;
55;496;422;-0,0004052455;
56;498;422;-0,0003545898;
57;500;422;-0,0003039342;
58;503;422;-0,0002279506;
59;503;422;-0,0002279506;
60;504;422;-0,0002026228;
61;504;422;-0,0002026228;
62;505;422;-0,0001772949;
63;505;422;-0,0001772949;
64;504;422;-0,0002026228;
65;500;422;-0,0003039342;
66;498;422;-0,0003545898;
67;496;422;-0,0004052455;
68;495;422;-0,0004305734;
69;495;422;-0,0004305734;
70;494;422;-0,0004559012;
71;492;422;-0,0005065569;
72;493;422;-0,000481229;
73;494;422;-0,0004559012;
74;494;422;-0,0004559012;
75;493;422;-0,000481229;
76;493;421;-0,000481229;
77;494;422;-0,0004559012;
78;497;421;-0,0003799177;
79;499;422;-0,000329262;
80;502;421;-0,0002532784;
81;504;421;-0,0002026228;
82;506;422;-0,0001519671;
83;508;422;-0,0001013114;
84;508;422;-0,0001013114;
85;509;422;-7,598354E-05;
86;509;422;-7,598354E-05;
87;510;422;-5,065569E-05;
88;511;422;-2,532784E-05;
89;511;422;-2,532784E-05;
90;510;422;-5,065569E-05;
91;511;422;-2,532784E-05;
92;511;422;-2,532784E-05;
93;511;422;-2,532784E-05;
94;510;422;-5,065569E-05;
